provincia,nombre1,nombre2,poblacion,superficie,coords,altitud,link,id
Ourense,Entrimo,,1109,"8452,0174","(41.93273127,-8.118727786)",502,https://www.aemet.es/es/eltiempo/prediccion/municipios/entrimo-terracha-a-id32030,32030
Ourense,Esgos,,1103,"3779,2056","(42.32533827,-7.696415306)",581,https://www.aemet.es/es/eltiempo/prediccion/municipios/esgos-id32031,32031
Ourense,Xinzo de Limia,,9637,"13267,238","(42.06362249,-7.7246752)",622,https://www.aemet.es/es/eltiempo/prediccion/municipios/xinzo-de-limia-id32032,32032
Ourense,Gomesende,,714,"2831,316","(42.19279759,-8.091640217)",473,https://www.aemet.es/es/eltiempo/prediccion/municipios/gomesende-sobrado-id32033,32033
Ourense,A Gudiña,,1236,"17126,75","(42.06063452,-7.139000186)",985,https://www.aemet.es/es/eltiempo/prediccion/municipios/gudina-a-id32034,32034
Ourense,O Irixo,,1420,"12105,46","(42.51298288,-8.119823347)",510,https://www.aemet.es/es/eltiempo/prediccion/municipios/irixo-o-id32035,32035
Ourense,Xunqueira de Ambía,,1374,"6020,7753","(42.20411096,-7.735274608)",542,https://www.aemet.es/es/eltiempo/prediccion/municipios/xunqueira-de-ambia-id32036,32036
Ourense,Xunqueira de Espadanedo,,751,"2765,1636","(42.31786302,-7.629208294)",681,https://www.aemet.es/es/eltiempo/prediccion/municipios/xunqueira-de-espadanedo-id32037,32037
Ourense,Larouco,,417,"2369,0627","(42.34673749,-7.163275681)",542,https://www.aemet.es/es/eltiempo/prediccion/municipios/larouco-id32038,32038
Ourense,Laza,,1223,"21591,3698","(42.06127325,-7.460450936)",475,https://www.aemet.es/es/eltiempo/prediccion/municipios/laza-id32039,32039
Ourense,Leiro,,1525,"3825,3963","(42.37103545,-8.123763472)",88,https://www.aemet.es/es/eltiempo/prediccion/municipios/leiro-leiro-leiro-san-pedro-id32040,32040
Ourense,Lobeira,,768,"6888,2643","(41.98721623,-8.039507767)",697,https://www.aemet.es/es/eltiempo/prediccion/municipios/lobeira-vila-a-id32041,32041
Ourense,Lobios,,1678,"16838,3167","(41.90363192,-8.083224156)",418,https://www.aemet.es/es/eltiempo/prediccion/municipios/lobios-fondevila-id32042,32042
Ourense,Maceda,,2839,"10192,5322","(42.26996396,-7.650775756)",587,https://www.aemet.es/es/eltiempo/prediccion/municipios/maceda-id32043,32043
Ourense,Manzaneda,,843,"11456,5374","(42.30970282,-7.234143092)",661,https://www.aemet.es/es/eltiempo/prediccion/municipios/manzaneda-id32044,32044
Ourense,Maside,,2709,"4004,3872","(42.41169444,-8.025444444)",378,https://www.aemet.es/es/eltiempo/prediccion/municipios/maside-id32045,32045
Ourense,Melón,,1156,"5324,9747","(42.25722003,-8.216316075)",461,https://www.aemet.es/es/eltiempo/prediccion/municipios/melon-id32046,32046
Ourense,A Merca,,1912,"5098,8235","(42.2191561,-7.908477431)",495,https://www.aemet.es/es/eltiempo/prediccion/municipios/merca-a-id32047,32047
Ourense,A Mezquita,,1013,"10427,44","(42.01369589,-7.045362953)",996,https://www.aemet.es/es/eltiempo/prediccion/municipios/mezquita-a-id32048,32048
Ourense,Montederramo,,699,"13556,5053","(42.27521866,-7.502389778)",902,https://www.aemet.es/es/eltiempo/prediccion/municipios/montederramo-id32049,32049
Ourense,Monterrei,,2520,"11913,74","(41.9515423,-7.496611783)",398,https://www.aemet.es/es/eltiempo/prediccion/municipios/monterrei-id32050,32050
Ourense,Muíños,,1466,"10955,7965","(41.95783553,-7.971773014)",620,https://www.aemet.es/es/eltiempo/prediccion/municipios/muinos-mugueimes-id32051,32051
Ourense,Nogueira de Ramuín,,1988,"9831,4833","(42.41177442,-7.727476442)",632,https://www.aemet.es/es/eltiempo/prediccion/municipios/nogueira-de-ramuin-luintra-id32052,32052
Ourense,Oímbra,,1720,"7148,38","(41.88494565,-7.476576175)",387,https://www.aemet.es/es/eltiempo/prediccion/municipios/oimbra-id32053,32053
Ourense,Ourense,,105643,"8477,15","(42.33553117,-7.863836656)",135,https://www.aemet.es/es/eltiempo/prediccion/municipios/ourense-id32054,32054
Ourense,Paderne de Allariz,,1372,"3875,7026","(42.27958401,-7.751084528)",434,https://www.aemet.es/es/eltiempo/prediccion/municipios/paderne-de-allariz-rioseco-id32055,32055
Ourense,Padrenda,,1671,"5703,7271","(42.13863906,-8.158473425)",371,https://www.aemet.es/es/eltiempo/prediccion/municipios/padrenda-san-roque-de-crespos-id32056,32056
Ourense,Parada de Sil,,546,"6243,4784","(42.3832785,-7.571421228)",672,https://www.aemet.es/es/eltiempo/prediccion/municipios/parada-de-sil-id32057,32057
Ourense,O Pereiro de Aguiar,,6350,"6089,0346","(42.34655247,-7.799997247)",330,https://www.aemet.es/es/eltiempo/prediccion/municipios/pereiro-de-aguiar-o-id32058,32058
Ourense,A Peroxa,,1810,"5451,7677","(42.44049592,-7.794303069)",513,https://www.aemet.es/es/eltiempo/prediccion/municipios/peroxa-a-id32059,32059
Ourense,Petín,,849,"3047,9999","(42.38262727,-7.124488325)",304,https://www.aemet.es/es/eltiempo/prediccion/municipios/petin-id32060,32060
Ourense,Piñor,,1183,"5269,4712","(42.49952423,-8.006938564)",568,https://www.aemet.es/es/eltiempo/prediccion/municipios/pinor-id32061,32061
Ourense,Porqueira,,823,"4339,9278","(42.01874423,-7.847330586)",631,https://www.aemet.es/es/eltiempo/prediccion/municipios/porqueira-forxa-id32062,32062
Ourense,A Pobra de Trives,,2014,"8419,5552","(42.34069393,-7.251921653)",748,https://www.aemet.es/es/eltiempo/prediccion/municipios/pobra-de-trives-a-id32063,32063
Ourense,Pontedeva,,494,"985,8649","(42.16509424,-8.133547853)",118,https://www.aemet.es/es/eltiempo/prediccion/municipios/pontedeva-aldea-de-deva-id32064,32064
Ourense,Punxín,,708,"1707,8458","(42.36965589,-8.000278942)",144,https://www.aemet.es/es/eltiempo/prediccion/municipios/punxin-forxa-a-id32065,32065
Ourense,Quintela de Leirado,,630,"3126,4137","(42.12989071,-8.089635792)",563,https://www.aemet.es/es/eltiempo/prediccion/municipios/quintela-de-leirado-id32066,32066
Ourense,Rairiz de Veiga,,1228,"7211,2383","(42.08175648,-7.831646453)",622,https://www.aemet.es/es/eltiempo/prediccion/municipios/rairiz-de-veiga-id32067,32067
Ourense,Ramirás,,1551,"4066,4636","(42.18538244,-8.025433258)",363,https://www.aemet.es/es/eltiempo/prediccion/municipios/ramiras-id32068,32068
Ourense,Ribadavia,,5012,"2515,6438","(42.28758161,-8.143527486)",102,https://www.aemet.es/es/eltiempo/prediccion/municipios/ribadavia-id32069,32069
Ourense,San Xoán de Río,,506,"6114,117","(42.37116777,-7.298503036)",888,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-xoan-de-rio-campo-o-id32070,32070
Ourense,Riós,,1461,"11427,4","(41.97419795,-7.282548267)",807,https://www.aemet.es/es/eltiempo/prediccion/municipios/rios-id32071,32071
Ourense,A Rúa,,4283,"3590,8836","(42.39513716,-7.114128794)",308,https://www.aemet.es/es/eltiempo/prediccion/municipios/rua-a-rua-de-valdeorras-a-id32072,32072
Ourense,Rubiá,,1383,"10078,67","(42.44749358,-6.946384892)",512,https://www.aemet.es/es/eltiempo/prediccion/municipios/rubia-id32073,32073
Ourense,San Amaro,,1052,"2903,4608","(42.37429612,-8.072316169)",490,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-amaro-id32074,32074
Ourense,San Cibrao das Viñas,,5395,"3947,723","(42.29830161,-7.874005061)",267,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-cibrao-das-vinas-id32075,32075
Ourense,San Cristovo de Cea,,2089,"9444,0564","(42.47478341,-7.985127975)",530,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-cristovo-de-cea-id32076,32076
Ourense,Sandiás,,1198,5284,"(42.10956342,-7.757488092)",645,https://www.aemet.es/es/eltiempo/prediccion/municipios/sandias-id32077,32077
Ourense,Sarreaus,,1145,"7728,9504","(42.08740537,-7.603011336)",665,https://www.aemet.es/es/eltiempo/prediccion/municipios/sarreaus-id32078,32078
Ourense,Taboadela,,1417,"2518,6503","(42.24125359,-7.825168947)",387,https://www.aemet.es/es/eltiempo/prediccion/municipios/taboadela-id32079,32079
Ourense,A Teixeira,,315,"2764,0482","(42.39122444,-7.472469217)",583,https://www.aemet.es/es/eltiempo/prediccion/municipios/teixeira-a-id32080,32080
Ourense,Toén,,2353,"5829,0306","(42.31416758,-7.951612883)",387,https://www.aemet.es/es/eltiempo/prediccion/municipios/toen-id32081,32081
Ourense,Trasmiras,,1263,"5673,6622","(42.02077631,-7.611138183)",644,https://www.aemet.es/es/eltiempo/prediccion/municipios/trasmiras-id32082,32082
Ourense,A Veiga,,857,"29078,63","(42.25006869,-7.026102961)",874,https://www.aemet.es/es/eltiempo/prediccion/municipios/veiga-a-id32083,32083
Ourense,Verea,,912,"9423,2677","(42.09912236,-7.951135789)",738,https://www.aemet.es/es/eltiempo/prediccion/municipios/verea-carballo-id32084,32084
Ourense,Verín,,13647,"9411,17","(41.93841117,-7.437282661)",383,https://www.aemet.es/es/eltiempo/prediccion/municipios/verin-id32085,32085
Ourense,Viana do Bolo,,2818,"27073,14","(42.18034277,-7.114775503)",715,https://www.aemet.es/es/eltiempo/prediccion/municipios/viana-do-bolo-id32086,32086
Ourense,Vilamarín,,1852,"5609,0117","(42.46485283,-7.88835775)",511,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilamarin-id32087,32087
Ourense,Vilamartín de Valdeorras,,1812,"8826,3533","(42.41548759,-7.064309483)",318,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilamartin-de-valdeorras-id32088,32088
Ourense,Vilar de Barrio,,1283,"10674,3978","(42.16112178,-7.610481475)",677,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilar-de-barrio-id32089,32089
Ourense,Vilar de Santos,,794,"2070,3351","(42.08741366,-7.794326483)",641,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilar-de-santos-id32090,32090
Ourense,Vilardevós,,1802,"15255,15","(41.90603409,-7.311419436)",754,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilardevos-id32091,32091
Ourense,Vilariño de Conso,,524,"20022,5069","(42.16591899,-7.181942067)",740,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilarino-de-conso-id32092,32092
Asturias,Allande,,1615,"34224,45","(43.27229373,-6.60838301)",524,https://www.aemet.es/es/eltiempo/prediccion/municipios/allande-pola-de-allande-id33001,33001
Asturias,Aller,,10413,"37632,17","(43.16103558,-5.63476777)",414,https://www.aemet.es/es/eltiempo/prediccion/municipios/aller-cabanaquinta-cabanaquinta-id33002,33002
Asturias,Amieva,,628,"11497,87","(43.26919915,-5.12832295)",223,https://www.aemet.es/es/eltiempo/prediccion/municipios/amieva-sames-id33003,33003
Asturias,Avilés,,77791,"2662,49","(43.55857729,-5.92478951)",5,https://www.aemet.es/es/eltiempo/prediccion/municipios/aviles-id33004,33004
Asturias,Belmonte de Miranda,,1437,"20800,9276","(43.28188653,-6.21778488)",199,https://www.aemet.es/es/eltiempo/prediccion/municipios/belmonte-de-miranda-belmonte-balmonte-id33005,33005
Asturias,Bimenes,,1679,"3263,09","(43.33020136,-5.56576167)",303,https://www.aemet.es/es/eltiempo/prediccion/municipios/bimenes-martimporra-id33006,33006
Asturias,Boal,,1482,"12028,1318","(43.42900287,-6.81759886)",454,https://www.aemet.es/es/eltiempo/prediccion/municipios/boal-bual-id33007,33007
Asturias,Cabrales,,1941,"23882,78","(43.31678075,-4.84628428)",178,https://www.aemet.es/es/eltiempo/prediccion/municipios/cabrales-carrena-id33008,33008
Asturias,Cabranes,,1057,"3831,1959","(43.41964829,-5.40554459)",336,https://www.aemet.es/es/eltiempo/prediccion/municipios/cabranes-santolaya-id33009,33009
Asturias,Candamo,Candamu,1969,"7197,2501","(43.43659271,-6.0591576)",114,https://www.aemet.es/es/eltiempo/prediccion/municipios/candamo-grullos-id33010,33010
Asturias,Cangas del Narcea,,12124,"82357,85","(43.1772214,-6.55205753)",377,https://www.aemet.es/es/eltiempo/prediccion/municipios/cangas-del-narcea-id33011,33011
Asturias,Cangas de Onís,,6209,"21323,52","(43.34839001,-5.12749781)",81,https://www.aemet.es/es/eltiempo/prediccion/municipios/cangas-de-onis-cangues-d-onis-cangas-de-onis-id33012,33012
Asturias,Caravia,,469,"1325,04","(43.46368272,-5.18701706)",134,https://www.aemet.es/es/eltiempo/prediccion/municipios/caravia-prado-id33013,33013
Asturias,Carreño,,10301,"6658,76","(43.5901987,-5.76718059)",36,https://www.aemet.es/es/eltiempo/prediccion/municipios/carreno-candas-id33014,33014
Asturias,Caso,,1457,"30776,79","(43.18235684,-5.34401882)",574,https://www.aemet.es/es/eltiempo/prediccion/municipios/caso-campu-el-id33015,33015
Asturias,Castrillón,,22273,"5556,07","(43.55998379,-5.97389938)",29,https://www.aemet.es/es/eltiempo/prediccion/municipios/castrillon-piedrasblancas-id33016,33016
Asturias,Castropol,,3342,"12544,25","(43.52757398,-7.03005089)",33,https://www.aemet.es/es/eltiempo/prediccion/municipios/castropol-id33017,33017
Asturias,Colunga,,3205,"9757,0145","(43.48545033,-5.27038403)",21,https://www.aemet.es/es/eltiempo/prediccion/municipios/colunga-id33019,33019
Asturias,Corvera de Asturias,,15525,"4600,8925","(43.5219585,-5.87012215)",58,https://www.aemet.es/es/eltiempo/prediccion/municipios/corvera-de-asturias-nubledo-nubleo-id33020,33020
Asturias,Cudillero,,4922,"10078,4303","(43.5629171,-6.14543206)",7,https://www.aemet.es/es/eltiempo/prediccion/municipios/cudillero-id33021,33021
Asturias,Degaña,,881,"8716,4233","(42.94070799,-6.57111191)",852,https://www.aemet.es/es/eltiempo/prediccion/municipios/degana-id33022,33022
Asturias,El Franco,,3760,"7803,4839","(43.55169778,-6.82923216)",60,https://www.aemet.es/es/eltiempo/prediccion/municipios/franco-el-carida-a-id33023,33023
Asturias,Gijón,,271717,"18395,27","(43.53920222,-5.65949323)",7,https://www.aemet.es/es/eltiempo/prediccion/municipios/gijon-gijon-xixon-id33024,33024
Asturias,Gozón,,10282,"8172,6042","(43.61654729,-5.78813115)",8,https://www.aemet.es/es/eltiempo/prediccion/municipios/gozon-lluanco-luanco-id33025,33025
Asturias,Grado,,9703,"21671,127","(43.38929203,-6.06990452)",66,https://www.aemet.es/es/eltiempo/prediccion/municipios/grado-grau-grado-id33026,33026
Asturias,Grandas de Salime,,815,"11163,03","(43.21773395,-6.87638973)",563,https://www.aemet.es/es/eltiempo/prediccion/municipios/grandas-de-salime-id33027,33027
Asturias,Ibias,,1207,"33340,84","(43.03763941,-6.87293932)",308,https://www.aemet.es/es/eltiempo/prediccion/municipios/ibias-san-antolin-id33028,33028
Asturias,Illas,,1023,"2550,6965","(43.49654411,-5.96797365)",156,https://www.aemet.es/es/eltiempo/prediccion/municipios/illas-callezuela-id33030,33030
Asturias,Langreo,,39183,"8353,83","(43.29473461,-5.68337382)",211,https://www.aemet.es/es/eltiempo/prediccion/municipios/langreo-llangreu-langreo-id33031,33031
Asturias,Laviana,,12882,"13105,64","(43.24549029,-5.56291541)",293,https://www.aemet.es/es/eltiempo/prediccion/municipios/laviana-pola-llaviana-la-pola-de-laviana-id33032,33032
Asturias,Lena,,10701,"31586,56","(43.15927913,-5.82960591)",306,https://www.aemet.es/es/eltiempo/prediccion/municipios/lena-pola-la-id33033,33033
Asturias,Valdés,,11394,"35351,698","(43.54452761,-6.53512178)",1,https://www.aemet.es/es/eltiempo/prediccion/municipios/valdes-luarca-id33034,33034
Asturias,Llanera,,13695,"10669,0356","(43.44134929,-5.85167484)",179,https://www.aemet.es/es/eltiempo/prediccion/municipios/llanera-posada-id33035,33035
Asturias,Llanes,,13473,"26293,42","(43.42236986,-4.75450323)",10,https://www.aemet.es/es/eltiempo/prediccion/municipios/llanes-id33036,33036
Asturias,Mieres,,37537,"14603,75","(43.25363001,-5.7779978)",207,https://www.aemet.es/es/eltiempo/prediccion/municipios/mieres-mieres-del-camin-id33037,33037
Asturias,Morcín,,2555,"5005,4204","(43.2824189,-5.89292823)",354,https://www.aemet.es/es/eltiempo/prediccion/municipios/morcin-santolaya-id33038,33038
Asturias,Muros de Nalón,,1887,"809,4177","(43.54215544,-6.10468816)",127,https://www.aemet.es/es/eltiempo/prediccion/municipios/muros-de-nalon-id33039,33039
Asturias,Nava,,5276,"9580,96","(43.35834129,-5.50560512)",243,https://www.aemet.es/es/eltiempo/prediccion/municipios/nava-id33040,33040
Asturias,Navia,,8322,"6311,4964","(43.53906309,-6.72264777)",14,https://www.aemet.es/es/eltiempo/prediccion/municipios/navia-id33041,33041
Asturias,Noreña,,5145,"565,8149","(43.39417226,-5.70756578)",206,https://www.aemet.es/es/eltiempo/prediccion/municipios/norena-id33042,33042
Asturias,Onís,,734,"7487,55","(43.33578439,-4.967466188)",205,https://www.aemet.es/es/eltiempo/prediccion/municipios/onis-benia-de-onis-id33043,33043
Asturias,Oviedo,,219910,"18665,1726","(43.36232165,-5.84372206)",231,https://www.aemet.es/es/eltiempo/prediccion/municipios/oviedo-id33044,33044
Asturias,Parres,,5315,"12624,38","(43.38601098,-5.19086415)",85,https://www.aemet.es/es/eltiempo/prediccion/municipios/parres-arriondes-les-id33045,33045
Asturias,Peñamellera Baja,,1227,"8405,68","(43.32342411,-4.58399124)",26,https://www.aemet.es/es/eltiempo/prediccion/municipios/penamellera-baja-panes-id33047,33047
Asturias,Pesoz,,148,"3897,76","(43.25692979,-6.87538545)",328,https://www.aemet.es/es/eltiempo/prediccion/municipios/pesoz-pezos-pesoz-id33048,33048
Asturias,Piloña,,6875,"28377,25","(43.34785392,-5.36471715)",158,https://www.aemet.es/es/eltiempo/prediccion/municipios/pilona-infiestu-l-id33049,33049
Asturias,Ponga,,572,"20635,82","(43.19144454,-5.1648398)",628,https://www.aemet.es/es/eltiempo/prediccion/municipios/ponga-san-xuan-san-juan-de-beleno-id33050,33050
Asturias,Pravia,,7984,"10295,7047","(43.48912351,-6.11182497)",38,https://www.aemet.es/es/eltiempo/prediccion/municipios/pravia-id33051,33051
Asturias,Proaza,,707,"7680,273","(43.25306969,-6.01490537)",200,https://www.aemet.es/es/eltiempo/prediccion/municipios/proaza-id33052,33052
Asturias,Quirós,,1187,"20553,86","(43.15791495,-5.9727574)",469,https://www.aemet.es/es/eltiempo/prediccion/municipios/quiros-barzana-id33053,33053
Asturias,Ribadedeva,,1741,3544,"(43.37474115,-4.53974028)",111,https://www.aemet.es/es/eltiempo/prediccion/municipios/ribadedeva-colombres-id33055,33055
Asturias,Ribadesella,,5688,"8437,43","(43.46198935,-5.05751881)",5,https://www.aemet.es/es/eltiempo/prediccion/municipios/ribadesella-ribadesella-ribeseya-id33056,33056
Asturias,Ribera de Arriba,,1837,"2198,4008","(43.30958383,-5.87580874)",148,https://www.aemet.es/es/eltiempo/prediccion/municipios/ribera-de-arriba-soto-ribera-id33057,33057
Asturias,Riosa,,1848,"4648,5525","(43.23032557,-5.88171802)",327,https://www.aemet.es/es/eltiempo/prediccion/municipios/riosa-vega-la-id33058,33058
Asturias,Salas,,4900,"22711,4383","(43.40880659,-6.26094697)",240,https://www.aemet.es/es/eltiempo/prediccion/municipios/salas-id33059,33059
Asturias,San Martín del Rey Aurelio,,15817,"5504,87","(43.27495447,-5.60306902)",255,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-martin-del-rey-aurelio-id33060,33060
Asturias,San Martín de Oscos,,376,"6771,54","(43.26457135,-6.96178799)",699,https://www.aemet.es/es/eltiempo/prediccion/municipios/san-martin-de-oscos-samartin-id33061,33061
Asturias,Santa Eulalia de Oscos,,449,"4711,93","(43.25891049,-7.02039961)",547,https://www.aemet.es/es/eltiempo/prediccion/municipios/santa-eulalia-de-oscos-santalla-id33062,33062
Asturias,Santo Adriano,,273,"2259,9958","(43.27080128,-6.00126868)",171,https://www.aemet.es/es/eltiempo/prediccion/municipios/santo-adriano-villanueva-id33064,33064
Asturias,Sariego,,1254,"2571,7701","(43.40984728,-5.55834134)",287,https://www.aemet.es/es/eltiempo/prediccion/municipios/sariego-vega-id33065,33065
Asturias,Siero,,51509,"21123,2775","(43.39474647,-5.66321486)",222,https://www.aemet.es/es/eltiempo/prediccion/municipios/siero-pola-siero-la-id33066,33066
Asturias,Sobrescobio,,814,"6942,4764","(43.22135994,-5.45408413)",385,https://www.aemet.es/es/eltiempo/prediccion/municipios/sobrescobio-rusecu-rioseco-id33067,33067
Asturias,Somiedo,,1093,"29011,75","(43.09303839,-6.25460308)",697,https://www.aemet.es/es/eltiempo/prediccion/municipios/somiedo-pola-de-somiedo-id33068,33068
Asturias,Tapia,,3726,"6598,5107","(43.56931696,-6.943351133)",19,https://www.aemet.es/es/eltiempo/prediccion/municipios/tapia-de-casariego-id33070,33070
Asturias,Taramundi,,602,"8216,1666","(43.36130859,-7.10929886)",277,https://www.aemet.es/es/eltiempo/prediccion/municipios/taramundi-id33071,33071
Asturias,Teverga,,1554,"17631,47","(43.1589266,-6.10291272)",469,https://www.aemet.es/es/eltiempo/prediccion/municipios/teverga-plaza-la-id33072,33072
Asturias,Vegadeo,,3926,"8324,87","(43.46464665,-7.05066334)",3,https://www.aemet.es/es/eltiempo/prediccion/municipios/vegadeo-veiga-a-vegadeo-id33074,33074
Asturias,Villanueva de Oscos,,272,"7298,64","(43.31181691,-6.98564909)",644,https://www.aemet.es/es/eltiempo/prediccion/municipios/villanueva-de-oscos-vilanova-id33075,33075
Asturias,Villaviciosa,,14470,"27622,7085","(43.48140933,-5.43480263)",5,https://www.aemet.es/es/eltiempo/prediccion/municipios/villaviciosa-id33076,33076
Asturias,Villayón,,1180,"13245,749","(43.44627494,-6.70684168)",354,https://www.aemet.es/es/eltiempo/prediccion/municipios/villayon-id33077,33077
Asturias,Yernes y Tameza,,133,"3163,1444","(43.25115414,-6.12852371)",630,https://www.aemet.es/es/eltiempo/prediccion/municipios/yernes-y-tameza-villabre-id33078,33078
Palencia,Abarca de Campos,,45,"1139,4699","(42.06341982,-4.84050594)",758,https://www.aemet.es/es/eltiempo/prediccion/municipios/abarca-de-campos-id34001,34001
Palencia,Abia de las Torres,,170,"2715,9053","(42.41894333,-4.42286282)",842,https://www.aemet.es/es/eltiempo/prediccion/municipios/abia-de-las-torres-id34003,34003
Palencia,Aguilar de Campoo,,6749,"23531,73","(42.79264578,-4.25993817)",897,https://www.aemet.es/es/eltiempo/prediccion/municipios/aguilar-de-campoo-id34004,34004
Palencia,Alar del Rey,,921,"5791,4285","(42.66001057,-4.31130963)",851,https://www.aemet.es/es/eltiempo/prediccion/municipios/alar-del-rey-id34005,34005
Palencia,Alba de Cerrato,,87,"3520,7786","(41.81249794,-4.3659333)",782,https://www.aemet.es/es/eltiempo/prediccion/municipios/alba-de-cerrato-id34006,34006
Palencia,Amayuelas de Arriba,,36,"1017,3339","(42.21161381,-4.48934981)",793,https://www.aemet.es/es/eltiempo/prediccion/municipios/amayuelas-de-arriba-id34009,34009
Palencia,Ampudia,,606,"13316,6507","(41.91628637,-4.78100575)",790,https://www.aemet.es/es/eltiempo/prediccion/municipios/ampudia-id34010,34010
Palencia,Amusco,,418,"7885,5509","(42.17311585,-4.47026072)",772,https://www.aemet.es/es/eltiempo/prediccion/municipios/amusco-id34011,34011
Palencia,Antigüedad,,365,"6283,3592","(41.94594369,-4.11829968)",827,https://www.aemet.es/es/eltiempo/prediccion/municipios/antiguedad-id34012,34012
Palencia,Arconada,,40,"1943,4819","(42.33115269,-4.49738609)",821,https://www.aemet.es/es/eltiempo/prediccion/municipios/arconada-id34015,34015
Palencia,Astudillo,,1006,"12295,3075","(42.19278567,-4.29215054)",783,https://www.aemet.es/es/eltiempo/prediccion/municipios/astudillo-id34017,34017
Palencia,Autilla del Pino,,215,"3458,359","(41.99118185,-4.63399406)",869,https://www.aemet.es/es/eltiempo/prediccion/municipios/autilla-del-pino-id34018,34018
Palencia,Autillo de Campos,,134,"3052,8671","(42.08825264,-4.83132163)",760,https://www.aemet.es/es/eltiempo/prediccion/municipios/autillo-de-campos-id34019,34019
Palencia,Ayuela,,50,"1975,145","(42.62923044,-4.65823132)",964,https://www.aemet.es/es/eltiempo/prediccion/municipios/ayuela-id34020,34020
Palencia,Baltanás,,1206,"15884,7219","(41.93933207,-4.2461251)",792,https://www.aemet.es/es/eltiempo/prediccion/municipios/baltanas-id34022,34022
Palencia,Venta de Baños,,6401,"1425,0466","(41.92283973,-4.49734607)",720,https://www.aemet.es/es/eltiempo/prediccion/municipios/venta-de-banos-id34023,34023
Palencia,Baquerín de Campos,,28,"2211,0342","(42.01533139,-4.78375579)",748,https://www.aemet.es/es/eltiempo/prediccion/municipios/baquerin-de-campos-id34024,34024
Palencia,Bárcena de Campos,,57,"1453,7745","(42.4833907,-4.49965963)",846,https://www.aemet.es/es/eltiempo/prediccion/municipios/barcena-de-campos-id34025,34025
Palencia,Barruelo de Santullán,,1174,"5329,5938","(42.90821156,-4.28836823)",1041,https://www.aemet.es/es/eltiempo/prediccion/municipios/barruelo-de-santullan-id34027,34027
Palencia,Báscones de Ojeda,,137,"1856,4081","(42.67013563,-4.52713134)",963,https://www.aemet.es/es/eltiempo/prediccion/municipios/bascones-de-ojeda-id34028,34028
Palencia,Becerril de Campos,,742,"7895,9368","(42.10849846,-4.63961898)",768,https://www.aemet.es/es/eltiempo/prediccion/municipios/becerril-de-campos-id34029,34029
Palencia,Belmonte de Campos,,29,"1614,151","(41.94157994,-4.99016251)",740,https://www.aemet.es/es/eltiempo/prediccion/municipios/belmonte-de-campos-id34031,34031
Palencia,Berzosilla,,42,"1960,6779","(42.78167055,-4.03684808)",812,https://www.aemet.es/es/eltiempo/prediccion/municipios/berzosilla-id34032,34032
Palencia,Boada de Campos,,17,"1452,5303","(41.98838343,-4.87698436)",746,https://www.aemet.es/es/eltiempo/prediccion/municipios/boada-de-campos-id34033,34033
Palencia,Boadilla del Camino,,121,"2865,9282","(42.25853825,-4.34703103)",783,https://www.aemet.es/es/eltiempo/prediccion/municipios/boadilla-del-camino-id34034,34034
Palencia,Boadilla de Rioseco,,113,"5126,672","(42.17827323,-4.96852465)",777,https://www.aemet.es/es/eltiempo/prediccion/municipios/boadilla-de-rioseco-id34035,34035
Palencia,Brañosera,,258,"6239,02","(42.93518639,-4.30785247)",1211,https://www.aemet.es/es/eltiempo/prediccion/municipios/branosera-id34036,34036
Palencia,Buenavista de Valdavia,,304,"8163,5709","(42.64046578,-4.61431347)",942,https://www.aemet.es/es/eltiempo/prediccion/municipios/buenavista-de-valdavia-id34037,34037
Palencia,Bustillo de la Vega,,285,"1898,6296","(42.45661981,-4.73863319)",881,https://www.aemet.es/es/eltiempo/prediccion/municipios/bustillo-de-la-vega-id34038,34038
Palencia,Bustillo del Páramo de Carrión,,62,"3120,3214","(42.3555969,-4.73908859)",852,https://www.aemet.es/es/eltiempo/prediccion/municipios/bustillo-del-paramo-de-carrion-id34039,34039
Palencia,Calahorra de Boedo,,87,"1799,3414","(42.57537065,-4.38604413)",871,https://www.aemet.es/es/eltiempo/prediccion/municipios/calahorra-de-boedo-id34041,34041
Palencia,Calzada de los Molinos,,324,"2594,0749","(42.32740169,-4.65000341)",824,https://www.aemet.es/es/eltiempo/prediccion/municipios/calzada-de-los-molinos-id34042,34042
Palencia,Capillas,,73,"1826,9296","(42.01363652,-4.89072168)",759,https://www.aemet.es/es/eltiempo/prediccion/municipios/capillas-id34045,34045
Palencia,Cardeñosa de Volpejera,,53,"1369,6266","(42.23192958,-4.70367177)",827,https://www.aemet.es/es/eltiempo/prediccion/municipios/cardenosa-de-volpejera-id34046,34046
